release_id,hospital_id,hospital_name,application_name,version,previous_version,deployment_time,deployment_status,deployment_type,engineer,latency_ms,latency_baseline_ms,latency_change_percent,error_rate_percent,error_baseline_percent,error_change,service_availability_percent,availability_change,transaction_count,baseline_transaction_count,transaction_drop_percent,customer_impact_level,affected_hospitals_count,affected_workflows_count,risk_score,risk_level,recommendation,ground_truth_decision,baseline_decision_time_min,adviser_decision_time_min,case_tag
REL-2026-0465,HOSP-MCH-04,Metro Care Hospital,Medical Device Integration Service,v2.4.0,v2.4.0,2026-07-10T23:13:00.935413,PENDING_REVIEW,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),248.7,267.2,-6.9,0.38,0.42,-0.04,99.84,-0.06,23942,24526,2.4,LOW,1,0,0,LOW,CONTINUE,CONTINUE,19.9,2.9,NORMAL_STABLE
REL-2026-0466,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v2.15.1,v2.15.0,2026-08-18T11:27:52.291025,MONITORING,HOTFIX,Dr. Alex Rivera (DevOps Lead),857.8,778.3,10.2,0.5,0.54,-0.04,99.84,-0.06,18805,19774,4.9,LOW,1,1,0,LOW,CONTINUE,CONTINUE,13.9,2.9,NORMAL_STABLE
REL-2026-0467,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v3.0.8,v3.0.7,2026-09-04T07:45:14.798587,ROLLED_BACK,CANARY,Marcus Brody (Clinical SRE),336.3,299.0,12.5,0.58,0.71,-0.13,99.82,-0.08,8444,8761,3.6,LOW,1,0,0,LOW,CONTINUE,CONTINUE,16.3,3.2,NORMAL_STABLE
REL-2026-0468,HOSP-GVH-05,Green Valley Hospital,Medical Device Integration Service,v5.12.3,v5.12.2,2026-08-14T21:32:32.723702,ROLLED_BACK,HOTFIX,Elena Rostova (Platform Specialist),694.2,749.9,-7.4,0.81,0.6,0.21,99.83,-0.07,18028,17872,-0.9,LOW,1,1,0,LOW,CONTINUE,CONTINUE,27.3,3.2,NORMAL_STABLE
REL-2026-0469,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v5.13.3,v5.13.2,2026-07-17T09:02:01.960123,CONTINUED,FULL_UPGRADE,Dr. Alex Rivera (DevOps Lead),686.1,611.3,12.2,0.21,0.14,0.07,99.88,-0.02,10221,10480,2.5,LOW,1,1,0,LOW,CONTINUE,CONTINUE,18.4,2.3,NORMAL_STABLE
REL-2026-0470,HOSP-LKH-03,Lakeside Hospital,Electronic Health Record Service,v4.11.2,v4.11.1,2026-06-28T06:31:17.795123,MONITORING,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),388.1,407.1,-4.7,0.13,0.11,0.02,99.85,-0.05,15494,15776,1.8,LOW,1,0,0,LOW,CONTINUE,CONTINUE,18.2,3.5,NORMAL_STABLE
REL-2026-0471,HOSP-GVH-05,Green Valley Hospital,Medical Device Integration Service,v5.13.5,v5.13.4,2026-06-25T05:22:29.498084,ROLLED_BACK,CANARY,David Kim (Clinical Systems Analyst),266.6,232.3,14.8,0.49,0.45,0.04,99.83,-0.07,6287,6533,3.8,LOW,1,0,0,LOW,CONTINUE,CONTINUE,21.5,2.6,NORMAL_STABLE
REL-2026-0472,HOSP-CGH-01,City General Hospital,Laboratory Application,v4.4.6,v4.4.5,2026-09-03T01:35:34.213389,ROLLED_BACK,HOTFIX,Dr. Alex Rivera (DevOps Lead),498.0,542.9,-8.3,0.29,0.34,-0.05,99.94,0.04,5700,5533,-3.0,LOW,1,0,0,LOW,CONTINUE,CONTINUE,17.1,2.9,NORMAL_STABLE
REL-2026-0473,HOSP-MCH-04,Metro Care Hospital,Laboratory Application,v4.14.7,v4.14.6,2026-06-22T01:12:36.026851,CONTINUED,HOTFIX,Dr. Alex Rivera (DevOps Lead),600.8,278.9,115.4,5.37,0.36,5.01,94.55,-5.35,16352,25249,35.2,CRITICAL,1,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,129.6,5.7,CRITICAL_OUTAGE
REL-2026-0474,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v4.1.1,v4.1.0,2026-09-02T01:51:15.162206,PENDING_REVIEW,CANARY,Dr. Alex Rivera (DevOps Lead),409.7,371.4,10.3,0.57,0.58,-0.01,99.83,-0.07,29920,30940,3.3,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,13.9,2.8,NORMAL_STABLE
REL-2026-0475,HOSP-MCH-04,Metro Care Hospital,Clinical Portal,v3.15.7,v3.15.6,2026-06-10T13:33:18.224516,MONITORING,FULL_UPGRADE,David Kim (Clinical Systems Analyst),736.9,675.1,9.2,0.34,0.26,0.08,99.97,0.07,13443,13644,1.5,LOW,1,0,0,LOW,CONTINUE,CONTINUE,22.6,3.8,NORMAL_STABLE
REL-2026-0476,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v2.6.7,v2.6.6,2026-06-24T18:19:38.361975,CONTINUED,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),292.1,267.9,9.0,0.29,0.25,0.04,99.99,0.09,23895,24350,1.9,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,22.5,4.1,NORMAL_STABLE
REL-2026-0477,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v3.12.3,v3.12.2,2026-08-31T05:18:04.535821,PENDING_REVIEW,HOTFIX,Elena Rostova (Platform Specialist),686.2,646.1,6.2,0.7,0.77,-0.07,99.95,0.05,24814,23915,-3.8,LOW,1,1,0,LOW,CONTINUE,CONTINUE,12.3,3.2,NORMAL_STABLE
REL-2026-0478,HOSP-GVH-05,Green Valley Hospital,Pharmacy Management Service,v2.2.5,v2.2.4,2026-07-29T13:56:31.017096,ROLLED_BACK,ROLLING_BATCH,Marcus Brody (Clinical SRE),531.8,526.4,1.0,0.49,0.46,0.03,99.88,-0.02,6437,6741,4.5,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,15.1,2.5,NORMAL_STABLE
REL-2026-0479,HOSP-GVH-05,Green Valley Hospital,Laboratory Application,v5.3.0,v5.3.0,2026-07-10T06:02:05.942401,CONTINUED,FULL_UPGRADE,Elena Rostova (Platform Specialist),981.1,342.7,186.3,2.11,0.14,1.97,95.1,-4.8,3452,6169,44.0,CRITICAL,1,2,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,123.0,5.2,CRITICAL_OUTAGE
REL-2026-0480,HOSP-LKH-03,Lakeside Hospital,Pharmacy Management Service,v3.11.4,v3.11.3,2026-07-04T21:33:22.153451,CONTINUED,BLUE_GREEN,Sarah Chen (Release Eng),217.2,202.0,7.5,0.26,0.23,0.03,99.98,0.08,34069,34746,1.9,LOW,1,0,0,LOW,CONTINUE,CONTINUE,14.7,3.7,NORMAL_STABLE
REL-2026-0481,HOSP-LKH-03,Lakeside Hospital,Pharmacy Management Service,v5.13.5,v5.13.4,2026-09-04T12:31:42.120289,ROLLED_BACK,CANARY,Sarah Chen (Release Eng),2534.5,772.8,228.0,4.34,0.22,4.12,96.33,-3.57,20665,29912,30.9,CRITICAL,1,1,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,99.3,4.1,CRITICAL_OUTAGE
REL-2026-0482,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v3.3.1,v3.3.0,2026-08-09T23:51:26.017456,ROLLED_BACK,BLUE_GREEN,David Kim (Clinical Systems Analyst),637.6,494.2,29.0,2.41,0.61,1.8,98.91,-0.99,20365,22881,11.0,MEDIUM,1,1,45,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,44.0,5.5,TRANSIENT_SPIKE
REL-2026-0483,HOSP-GVH-05,Green Valley Hospital,Clinical Portal,v3.4.5,v3.4.4,2026-07-23T14:40:25.475579,CONTINUED,HOTFIX,Sarah Chen (Release Eng),648.7,681.7,-4.8,0.67,0.78,-0.11,99.88,-0.02,17482,16777,-4.2,LOW,1,1,0,LOW,CONTINUE,CONTINUE,27.4,4.2,NORMAL_STABLE
REL-2026-0484,HOSP-LKH-03,Lakeside Hospital,Medical Device Integration Service,v5.8.4,v5.8.3,2026-08-20T06:02:49.734228,PENDING_REVIEW,HOTFIX,Marcus Brody (Clinical SRE),661.7,656.2,0.8,0.76,0.68,0.08,99.96,0.06,9451,9029,-4.7,LOW,1,0,0,LOW,CONTINUE,CONTINUE,13.8,2.0,NORMAL_STABLE
REL-2026-0485,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v3.9.7,v3.9.6,2026-08-11T11:08:25.046968,ROLLED_BACK,FULL_UPGRADE,Marcus Brody (Clinical SRE),312.8,210.1,48.9,0.32,0.13,0.19,98.9,-1.0,12898,14273,9.6,MEDIUM,1,1,50,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,54.8,4.5,TRANSIENT_SPIKE
REL-2026-0486,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v2.8.2,v2.8.1,2026-06-08T19:18:52.747569,ROLLED_BACK,BLUE_GREEN,David Kim (Clinical Systems Analyst),527.0,580.4,-9.2,0.23,0.16,0.07,99.94,0.04,11865,12171,2.5,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,18.8,4.4,NORMAL_STABLE
REL-2026-0487,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v5.10.9,v5.10.8,2026-08-24T21:00:42.379588,PENDING_REVIEW,BLUE_GREEN,Marcus Brody (Clinical SRE),473.2,362.5,30.5,0.91,0.39,0.52,99.4,-0.5,10525,11537,8.8,HIGH,1,2,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,40.5,6.8,TRANSIENT_SPIKE
REL-2026-0488,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v4.13.7,v4.13.6,2026-07-30T13:37:18.481279,PENDING_REVIEW,HOTFIX,Marcus Brody (Clinical SRE),219.1,218.0,0.5,0.65,0.49,0.16,99.86,-0.04,30472,30125,-1.2,LOW,1,1,0,LOW,CONTINUE,CONTINUE,21.3,2.9,NORMAL_STABLE
REL-2026-0489,HOSP-SMMC-02,St. Mary's Medical Center,Pharmacy Management Service,v5.1.1,v5.1.0,2026-09-01T11:24:42.745202,CONTINUED,HOTFIX,Dr. Alex Rivera (DevOps Lead),1280.6,622.4,105.8,3.66,0.33,3.33,98.97,-0.93,6751,8191,17.6,HIGH,1,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,83.3,6.7,SERIOUS_DEGRADATION
REL-2026-0490,HOSP-GVH-05,Green Valley Hospital,Pharmacy Management Service,v3.9.4,v3.9.3,2026-07-03T16:51:57.104257,PENDING_REVIEW,BLUE_GREEN,Sarah Chen (Release Eng),1079.6,723.7,49.2,3.24,0.54,2.7,97.71,-2.19,9361,11576,19.1,HIGH,1,1,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,61.1,4.4,SERIOUS_DEGRADATION
REL-2026-0491,HOSP-MCH-04,Metro Care Hospital,Clinical Portal,v5.15.2,v5.15.1,2026-06-24T14:31:42.723090,CONTINUED,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),972.7,555.4,75.1,8.11,0.68,7.43,97.75,-2.15,19733,27325,27.8,HIGH,1,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,58.3,7.3,SERIOUS_DEGRADATION
REL-2026-0492,HOSP-MCH-04,Metro Care Hospital,Pharmacy Management Service,v2.15.5,v2.15.4,2026-07-08T07:55:47.878791,ROLLED_BACK,ROLLING_BATCH,Marcus Brody (Clinical SRE),721.1,653.5,10.3,0.16,0.18,-0.02,99.82,-0.08,18255,18660,2.2,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,12.2,2.8,NORMAL_STABLE
REL-2026-0493,HOSP-SMMC-02,St. Mary's Medical Center,Pharmacy Management Service,v2.5.5,v2.5.4,2026-07-23T08:36:54.970393,PENDING_REVIEW,ROLLING_BATCH,Elena Rostova (Platform Specialist),577.1,337.0,71.2,4.79,0.73,4.06,98.1,-1.8,18165,22205,18.2,CRITICAL,3,1,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,70.7,7.4,SERIOUS_DEGRADATION
REL-2026-0494,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v3.8.2,v3.8.1,2026-07-05T15:00:39.225083,CONTINUED,HOTFIX,Elena Rostova (Platform Specialist),578.0,577.5,0.1,0.42,0.51,-0.09,99.83,-0.07,33326,32193,-3.5,LOW,1,1,0,LOW,CONTINUE,CONTINUE,22.6,3.2,NORMAL_STABLE
REL-2026-0495,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v5.2.0,v5.2.0,2026-07-13T08:23:36.979961,CONTINUED,HOTFIX,Sarah Chen (Release Eng),745.6,750.4,-0.6,0.19,0.15,0.04,99.83,-0.07,28600,30013,4.7,LOW,1,0,0,LOW,CONTINUE,CONTINUE,23.2,2.9,NORMAL_STABLE
REL-2026-0496,HOSP-LKH-03,Lakeside Hospital,Pharmacy Management Service,v3.6.2,v3.6.1,2026-07-29T08:21:05.384431,ROLLED_BACK,ROLLING_BATCH,Elena Rostova (Platform Specialist),754.4,713.5,5.7,0.2,0.16,0.04,99.96,0.06,5622,5794,3.0,LOW,1,0,0,LOW,CONTINUE,CONTINUE,17.8,3.0,NORMAL_STABLE
REL-2026-0497,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v3.15.8,v3.15.7,2026-08-05T17:17:47.630966,PENDING_REVIEW,BLUE_GREEN,Elena Rostova (Platform Specialist),762.4,563.2,35.4,0.9,0.2,0.7,99.36,-0.54,6812,7200,5.4,LOW,1,0,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,58.5,5.4,TRANSIENT_SPIKE
REL-2026-0498,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v4.0.3,v4.0.2,2026-06-24T12:14:48.479813,MONITORING,FULL_UPGRADE,David Kim (Clinical Systems Analyst),677.0,738.3,-8.3,0.52,0.37,0.15,99.81,-0.09,17510,16727,-4.7,LOW,1,1,0,LOW,CONTINUE,CONTINUE,25.7,4.3,NORMAL_STABLE
REL-2026-0499,HOSP-GVH-05,Green Valley Hospital,Clinical Portal,v4.0.0,v4.0.0,2026-08-06T23:39:13.868554,ROLLED_BACK,HOTFIX,David Kim (Clinical Systems Analyst),397.1,417.5,-4.9,0.88,0.64,0.24,99.95,0.05,9401,9564,1.7,LOW,1,0,0,LOW,CONTINUE,CONTINUE,15.8,2.2,NORMAL_STABLE
REL-2026-0500,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v2.15.2,v2.15.1,2026-08-13T01:27:57.173518,PENDING_REVIEW,FULL_UPGRADE,David Kim (Clinical Systems Analyst),220.3,223.1,-1.3,0.52,0.46,0.06,99.98,0.08,27050,26310,-2.8,LOW,1,0,0,LOW,CONTINUE,CONTINUE,12.3,2.1,NORMAL_STABLE
REL-2026-0501,HOSP-CGH-01,City General Hospital,Laboratory Application,v5.12.2,v5.12.1,2026-07-29T17:43:51.487325,CONTINUED,CANARY,Elena Rostova (Platform Specialist),305.2,289.6,5.4,0.59,0.41,0.18,99.87,-0.03,33887,34397,1.5,LOW,1,0,0,LOW,CONTINUE,CONTINUE,15.8,2.2,NORMAL_STABLE
REL-2026-0502,HOSP-MCH-04,Metro Care Hospital,Laboratory Application,v2.7.0,v2.7.0,2026-08-30T12:05:20.123614,MONITORING,CANARY,David Kim (Clinical Systems Analyst),333.5,317.4,5.1,0.19,0.13,0.06,99.83,-0.07,17276,16457,-5.0,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,19.7,2.3,NORMAL_STABLE
REL-2026-0503,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v4.7.7,v4.7.6,2026-07-04T05:50:15.107213,MONITORING,HOTFIX,Sarah Chen (Release Eng),1128.1,707.1,59.5,4.21,0.3,3.91,98.42,-1.48,20008,26418,24.3,HIGH,1,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,52.4,7.6,SERIOUS_DEGRADATION
REL-2026-0504,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v4.6.1,v4.6.0,2026-08-03T21:30:12.792396,MONITORING,BLUE_GREEN,David Kim (Clinical Systems Analyst),395.8,292.3,35.4,3.94,0.78,3.16,98.92,-0.98,26623,27883,4.5,LOW,1,1,50,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,43.1,6.3,TRANSIENT_SPIKE
REL-2026-0505,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v2.12.6,v2.12.5,2026-07-28T10:51:17.722535,CONTINUED,HOTFIX,Elena Rostova (Platform Specialist),407.8,446.6,-8.7,0.57,0.56,0.01,99.87,-0.03,22541,22448,-0.4,LOW,1,1,0,LOW,CONTINUE,CONTINUE,26.6,3.9,NORMAL_STABLE
REL-2026-0506,HOSP-CGH-01,City General Hospital,Medical Device Integration Service,v5.1.1,v5.1.0,2026-07-18T14:55:53.164820,ROLLED_BACK,HOTFIX,David Kim (Clinical Systems Analyst),2172.6,806.1,169.5,5.83,0.3,5.53,96.08,-3.82,12849,22523,43.0,CRITICAL,3,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,79.8,4.5,CRITICAL_OUTAGE
REL-2026-0507,HOSP-CGH-01,City General Hospital,Electronic Health Record Service,v4.12.0,v4.12.0,2026-07-13T00:31:37.272157,PENDING_REVIEW,ROLLING_BATCH,David Kim (Clinical Systems Analyst),686.9,628.5,9.3,0.53,0.65,-0.12,99.93,0.03,30940,31550,1.9,LOW,1,0,0,LOW,CONTINUE,CONTINUE,25.6,3.1,NORMAL_STABLE
REL-2026-0508,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v5.6.6,v5.6.5,2026-09-01T03:00:31.933409,CONTINUED,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),821.2,379.7,116.3,5.28,0.53,4.75,98.84,-1.06,11413,15290,25.4,CRITICAL,1,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,89.1,4.5,SERIOUS_DEGRADATION
REL-2026-0509,HOSP-CGH-01,City General Hospital,Clinical Portal,v5.10.0,v5.10.0,2026-07-18T14:41:10.498605,PENDING_REVIEW,FULL_UPGRADE,Sarah Chen (Release Eng),740.0,818.6,-9.6,1.1,0.79,0.31,99.91,0.01,13904,13435,-3.5,LOW,1,0,0,LOW,CONTINUE,CONTINUE,21.6,2.9,NORMAL_STABLE
REL-2026-0510,HOSP-CGH-01,City General Hospital,Laboratory Application,v3.10.9,v3.10.8,2026-08-03T23:43:43.207995,ROLLED_BACK,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),765.1,470.4,62.6,3.42,0.55,2.87,98.11,-1.79,27271,33699,19.1,CRITICAL,2,2,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,90.4,5.5,SERIOUS_DEGRADATION
REL-2026-0511,HOSP-CGH-01,City General Hospital,Medical Device Integration Service,v2.3.9,v2.3.8,2026-08-18T08:54:32.300312,MONITORING,FULL_UPGRADE,Sarah Chen (Release Eng),695.4,665.2,4.5,0.65,0.62,0.03,99.97,0.07,29797,30672,2.9,LOW,1,0,0,LOW,CONTINUE,CONTINUE,22.5,2.4,NORMAL_STABLE
REL-2026-0512,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v5.3.8,v5.3.7,2026-06-26T14:10:03.915962,PENDING_REVIEW,FULL_UPGRADE,David Kim (Clinical Systems Analyst),813.4,628.5,29.4,2.46,0.46,2.0,99.1,-0.8,13573,15385,11.8,LOW,1,0,25,LOW,CONTINUE,HUMAN REVIEW,59.0,7.4,TRANSIENT_SPIKE
